id,actor_id,year,coal_consumption_EJ
BP_review2022:coal-consumption:AR:1989,AR,1989,0.05364996543951057
BP_review2022:coal-consumption:AR:1990,AR,1990,0.04415807587351091
BP_review2022:coal-consumption:AR:1991,AR,1991,0.038858444918265136
BP_review2022:coal-consumption:AR:1992,AR,1992,0.0438053890960686
BP_review2022:coal-consumption:AR:1993,AR,1993,0.029051953992
BP_review2022:coal-consumption:AR:1994,AR,1994,0.02543438516439304
BP_review2022:coal-consumption:AR:1995,AR,1995,0.026690948692061522
BP_review2022:coal-consumption:AR:1996,AR,1996,0.027960538119148223
BP_review2022:coal-consumption:AR:1997,AR,1997,0.022059770459441762
BP_review2022:coal-consumption:AR:1998,AR,1998,0.029654673701806793
BP_review2022:coal-consumption:AR:1999,AR,1999,0.035587690348568915
BP_review2022:coal-consumption:AR:2000,AR,2000,0.027045530291854497
BP_review2022:coal-consumption:AR:2001,AR,2001,0.02216466820859398
BP_review2022:coal-consumption:AR:2002,AR,2002,0.016510667369904742
BP_review2022:coal-consumption:AR:2003,AR,2003,0.020137912678829153
BP_review2022:coal-consumption:AR:2004,AR,2004,0.03427134991186201
BP_review2022:coal-consumption:AR:2005,AR,2005,0.03946192181875399
BP_review2022:coal-consumption:AR:2006,AR,2006,0.035725754078428006
BP_review2022:coal-consumption:AR:2007,AR,2007,0.05169729995762689
BP_review2022:coal-consumption:AR:2008,AR,2008,0.06305784743756057
BP_review2022:coal-consumption:AR:2009,AR,2009,0.03463537700785296
BP_review2022:coal-consumption:AR:2010,AR,2010,0.04849948817913441
BP_review2022:coal-consumption:AR:2011,AR,2011,0.05262712295184964
BP_review2022:coal-consumption:AR:2012,AR,2012,0.049209050091015664
BP_review2022:coal-consumption:AR:2013,AR,2013,0.05378148980601422
BP_review2022:coal-consumption:AR:2014,AR,2014,0.0572101797641976
BP_review2022:coal-consumption:AR:2015,AR,2015,0.05693086539972248
BP_review2022:coal-consumption:AR:2016,AR,2016,0.04387910886468
BP_review2022:coal-consumption:AR:2017,AR,2017,0.04509103744661183
BP_review2022:coal-consumption:AR:2018,AR,2018,0.04935293160336
BP_review2022:coal-consumption:AR:2019,AR,2019,0.029246265054720003
BP_review2022:coal-consumption:AR:2020,AR,2020,0.03605517122796
BP_review2022:coal-consumption:AR:2021,AR,2021,0.06571405471045083
BP_review2022:coal-consumption:AT:1965,AT,1965,0.21281363910934745
BP_review2022:coal-consumption:AT:1966,AT,1966,0.20328334700176365
BP_review2022:coal-consumption:AT:1967,AT,1967,0.1924232466931217
BP_review2022:coal-consumption:AT:1968,AT,1968,0.18998526499118165
BP_review2022:coal-consumption:AT:1969,AT,1969,0.18697103306878307
BP_review2022:coal-consumption:AT:1970,AT,1970,0.201075
BP_review2022:coal-consumption:AT:1971,AT,1971,0.184441
BP_review2022:coal-consumption:AT:1972,AT,1972,0.16723400000000002
BP_review2022:coal-consumption:AT:1973,AT,1973,0.16621100000000003
BP_review2022:coal-consumption:AT:1974,AT,1974,0.175402
BP_review2022:coal-consumption:AT:1975,AT,1975,0.152426
BP_review2022:coal-consumption:AT:1976,AT,1976,0.162216
BP_review2022:coal-consumption:AT:1977,AT,1977,0.13608099999999998
BP_review2022:coal-consumption:AT:1978,AT,1978,0.13824799999999998
BP_review2022:coal-consumption:AT:1979,AT,1979,0.15006999999999998
BP_review2022:coal-consumption:AT:1980,AT,1980,0.15420499999999998
BP_review2022:coal-consumption:AT:1981,AT,1981,0.15785999999999997
BP_review2022:coal-consumption:AT:1982,AT,1982,0.15014
BP_review2022:coal-consumption:AT:1983,AT,1983,0.160761
BP_review2022:coal-consumption:AT:1984,AT,1984,0.183191
BP_review2022:coal-consumption:AT:1985,AT,1985,0.18293399999999999
BP_review2022:coal-consumption:AT:1986,AT,1986,0.163089
BP_review2022:coal-consumption:AT:1987,AT,1987,0.16178199999999998
BP_review2022:coal-consumption:AT:1988,AT,1988,0.154922
BP_review2022:coal-consumption:AT:1989,AT,1989,0.15562099999999998
BP_review2022:coal-consumption:AT:1990,AT,1990,0.171506
BP_review2022:coal-consumption:AT:1991,AT,1991,0.1799
BP_review2022:coal-consumption:AT:1992,AT,1992,0.1399752879
BP_review2022:coal-consumption:AT:1993,AT,1993,0.1258515005
BP_review2022:coal-consumption:AT:1994,AT,1994,0.127636
BP_review2022:coal-consumption:AT:1995,AT,1995,0.14521910999999998
BP_review2022:coal-consumption:AT:1996,AT,1996,0.14583668959999996
BP_review2022:coal-consumption:AT:1997,AT,1997,0.1546867092
BP_review2022:coal-consumption:AT:1998,AT,1998,0.13618799999999998
BP_review2022:coal-consumption:AT:1999,AT,1999,0.13525169873462628
BP_review2022:coal-consumption:AT:2000,AT,2000,0.15292441892754
BP_review2022:coal-consumption:AT:2001,AT,2001,0.15797208061606927
BP_review2022:coal-consumption:AT:2002,AT,2002,0.16048696196547232
BP_review2022:coal-consumption:AT:2003,AT,2003,0.17117169950185673
BP_review2022:coal-consumption:AT:2004,AT,2004,0.16767470341596286
BP_review2022:coal-consumption:AT:2005,AT,2005,0.1671769717596475
BP_review2022:coal-consumption:AT:2006,AT,2006,0.16703269385750147
BP_review2022:coal-consumption:AT:2007,AT,2007,0.1614945362430254
BP_review2022:coal-consumption:AT:2008,AT,2008,0.1595390719952397
BP_review2022:coal-consumption:AT:2009,AT,2009,0.1202068233900587
BP_review2022:coal-consumption:AT:2010,AT,2010,0.14133844616388253
BP_review2022:coal-consumption:AT:2011,AT,2011,0.14515069113768603
BP_review2022:coal-consumption:AT:2012,AT,2012,0.13483746379281353
BP_review2022:coal-consumption:AT:2013,AT,2013,0.1371467269150932
BP_review2022:coal-consumption:AT:2014,AT,2014,0.12562402776163034
BP_review2022:coal-consumption:AT:2015,AT,2015,0.13576893457744127
BP_review2022:coal-consumption:AT:2016,AT,2016,0.12592654444158816
BP_review2022:coal-consumption:AT:2017,AT,2017,0.13136513
BP_review2022:coal-consumption:AT:2018,AT,2018,0.11596864
BP_review2022:coal-consumption:AT:2019,AT,2019,0.12199968000000001
BP_review2022:coal-consumption:AT:2020,AT,2020,0.10431431000000002
BP_review2022:coal-consumption:AT:2021,AT,2021,0.11233368191762517
BP_review2022:coal-consumption:AU:1965,AU,1965,0.7273000000000001
BP_review2022:coal-consumption:AU:1966,AU,1966,0.7537999999999999
BP_review2022:coal-consumption:AU:1967,AU,1967,0.7748999999999999
BP_review2022:coal-consumption:AU:1968,AU,1968,0.7981
BP_review2022:coal-consumption:AU:1969,AU,1969,0.8254
BP_review2022:coal-consumption:AU:1970,AU,1970,0.8341000000000001
BP_review2022:coal-consumption:AU:1971,AU,1971,0.83725
BP_review2022:coal-consumption:AU:1972,AU,1972,0.8745499999999999
BP_review2022:coal-consumption:AU:1973,AU,1973,0.91075
BP_review2022:coal-consumption:AU:1974,AU,1974,0.9506500000000001
BP_review2022:coal-consumption:AU:1975,AU,1975,0.9811500000000001
BP_review2022:coal-consumption:AU:1976,AU,1976,1.01445
BP_review2022:coal-consumption:AU:1977,AU,1977,1.0590500000000003
BP_review2022:coal-consumption:AU:1978,AU,1978,1.0867
BP_review2022:coal-consumption:AU:1979,AU,1979,1.13595
BP_review2022:coal-consumption:AU:1980,AU,1980,1.1691500000000001
BP_review2022:coal-consumption:AU:1981,AU,1981,1.1993000000000003
BP_review2022:coal-consumption:AU:1982,AU,1982,1.2120499999999998
BP_review2022:coal-consumption:AU:1983,AU,1983,1.2116000000000002
BP_review2022:coal-consumption:AU:1984,AU,1984,1.28125
BP_review2022:coal-consumption:AU:1985,AU,1985,1.3253000000000001
BP_review2022:coal-consumption:AU:1986,AU,1986,1.35895
BP_review2022:coal-consumption:AU:1987,AU,1987,1.4161000000000001
BP_review2022:coal-consumption:AU:1988,AU,1988,1.4895500000000002
BP_review2022:coal-consumption:AU:1989,AU,1989,1.56225
BP_review2022:coal-consumption:AU:1990,AU,1990,1.59965
BP_review2022:coal-consumption:AU:1991,AU,1991,1.63175
BP_review2022:coal-consumption:AU:1992,AU,1992,1.64145
BP_review2022:coal-consumption:AU:1993,AU,1993,1.652
BP_review2022:coal-consumption:AU:1994,AU,1994,1.68575
BP_review2022:coal-consumption:AU:1995,AU,1995,1.743
BP_review2022:coal-consumption:AU:1996,AU,1996,1.81425
BP_review2022:coal-consumption:AU:1997,AU,1997,1.90605
BP_review2022:coal-consumption:AU:1998,AU,1998,1.9910999999999999
BP_review2022:coal-consumption:AU:1999,AU,1999,2.1147948788573734
BP_review2022:coal-consumption:AU:2000,AU,2000,2.1299830008299385
BP_review2022:coal-consumption:AU:2001,AU,2001,2.108488881131578
BP_review2022:coal-consumption:AU:2002,AU,2002,2.1559395204080585
BP_review2022:coal-consumption:AU:2003,AU,2003,2.217676734619273
BP_review2022:coal-consumption:AU:2004,AU,2004,2.310916288709993
BP_review2022:coal-consumption:AU:2005,AU,2005,2.2976002605682697
BP_review2022:coal-consumption:AU:2006,AU,2006,2.3597959006584586
BP_review2022:coal-consumption:AU:2007,AU,2007,2.339289053310281
BP_review2022:coal-consumption:AU:2008,AU,2008,2.4382491218900184
BP_review2022:coal-consumption:AU:2009,AU,2009,2.3575005021235813
BP_review2022:coal-consumption:AU:2010,AU,2010,2.1866195646401243
BP_review2022:coal-consumption:AU:2011,AU,2011,2.1314239189701545
BP_review2022:coal-consumption:AU:2012,AU,2012,1.9960859915658118
BP_review2022:coal-consumption:AU:2013,AU,2013,1.8944707922412507
BP_review2022:coal-consumption:AU:2014,AU,2014,1.8787982770744578
BP_review2022:coal-consumption:AU:2015,AU,2015,1.945480339698221
BP_review2022:coal-consumption:AU:2016,AU,2016,1.9442242583627343
BP_review2022:coal-consumption:AU:2017,AU,2017,1.877493483504865
BP_review2022:coal-consumption:AU:2018,AU,2018,1.8319761010416034
BP_review2022:coal-consumption:AU:2019,AU,2019,1.751009773032115
BP_review2022:coal-consumption:AU:2020,AU,2020,1.6866917348394617
BP_review2022:coal-consumption:AU:2021,AU,2021,1.6306849442273528
BP_review2022:coal-consumption:AZ:1965,AZ,1965,0.0
BP_review2022:coal-consumption:AZ:1966,AZ,1966,0.0
BP_review2022:coal-consumption:AZ:1967,AZ,1967,0.0
BP_review2022:coal-consumption:AZ:1968,AZ,1968,0.0
BP_review2022:coal-consumption:AZ:1969,AZ,1969,0.0
BP_review2022:coal-consumption:AZ:1970,AZ,1970,0.0
BP_review2022:coal-consumption:AZ:1971,AZ,1971,0.0
BP_review2022:coal-consumption:AZ:1972,AZ,1972,0.0
BP_review2022:coal-consumption:AZ:1973,AZ,1973,0.0
BP_review2022:coal-consumption:AZ:1974,AZ,1974,0.0
BP_review2022:coal-consumption:AZ:1975,AZ,1975,0.0
BP_review2022:coal-consumption:AZ:1976,AZ,1976,0.0
BP_review2022:coal-consumption:AZ:1977,AZ,1977,0.0
BP_review2022:coal-consumption:AZ:1978,AZ,1978,0.0
BP_review2022:coal-consumption:AZ:1979,AZ,1979,0.0
BP_review2022:coal-consumption:AZ:1980,AZ,1980,0.0
BP_review2022:coal-consumption:AZ:1981,AZ,1981,0.0
BP_review2022:coal-consumption:AZ:1982,AZ,1982,0.0
BP_review2022:coal-consumption:AZ:1983,AZ,1983,0.0
BP_review2022:coal-consumption:AZ:1984,AZ,1984,0.0
BP_review2022:coal-consumption:AZ:1985,AZ,1985,0.0038518560000000003
BP_review2022:coal-consumption:AZ:1986,AZ,1986,0.0038518560000000003
BP_review2022:coal-consumption:AZ:1987,AZ,1987,0.0038518560000000003
BP_review2022:coal-consumption:AZ:1988,AZ,1988,0.0038518560000000003
BP_review2022:coal-consumption:AZ:1989,AZ,1989,0.0038518560000000003
BP_review2022:coal-consumption:AZ:1990,AZ,1990,0.003726252
BP_review2022:coal-consumption:AZ:1991,AZ,1991,0.002805156
BP_review2022:coal-consumption:AZ:1992,AZ,1992,0.000502416
BP_review2022:coal-consumption:AZ:1993,AZ,1993,0.000125604
BP_review2022:coal-consumption:AZ:1994,AZ,1994,0.000167472
BP_review2022:coal-consumption:AZ:1995,AZ,1995,0.000125604
BP_review2022:coal-consumption:AZ:1996,AZ,1996,0.000125604
BP_review2022:coal-consumption:AZ:1997,AZ,1997,0.000125604
BP_review2022:coal-consumption:AZ:1998,AZ,1998,0.0
BP_review2022:coal-consumption:AZ:1999,AZ,1999,0.0
BP_review2022:coal-consumption:AZ:2000,AZ,2000,0.0
BP_review2022:coal-consumption:AZ:2001,AZ,2001,0.000125604
BP_review2022:coal-consumption:AZ:2002,AZ,2002,8.3736e-05
BP_review2022:coal-consumption:AZ:2003,AZ,2003,0.000125604
BP_review2022:coal-consumption:AZ:2004,AZ,2004,3.851856e-05
BP_review2022:coal-consumption:AZ:2005,AZ,2005,0.00013481496
BP_review2022:coal-consumption:AZ:2006,AZ,2006,0.00013481496
BP_review2022:coal-consumption:AZ:2007,AZ,2007,0.00020640000032190144
BP_review2022:coal-consumption:AZ:2008,AZ,2008,0.0001548000002414261
BP_review2022:coal-consumption:AZ:2009,AZ,2009,0.0001548000002414261
BP_review2022:coal-consumption:AZ:2010,AZ,2010,0.00023220000036213914
BP_review2022:coal-consumption:AZ:2011,AZ,2011,0.00020640000032190144
BP_review2022:coal-consumption:AZ:2012,AZ,2012,0.0001548000002414261
BP_review2022:coal-consumption:AZ:2013,AZ,2013,0.0001290000002011884
BP_review2022:coal-consumption:AZ:2014,AZ,2014,7.740000012071305e-05
BP_review2022:coal-consumption:AZ:2015,AZ,2015,0.0001290000002011884
BP_review2022:coal-consumption:AZ:2016,AZ,2016,5.160000008047536e-05
BP_review2022:coal-consumption:AZ:2017,AZ,2017,5.160000000000001e-05
BP_review2022:coal-consumption:AZ:2018,AZ,2018,2.5800000000000004e-05
BP_review2022:coal-consumption:AZ:2019,AZ,2019,3.354e-05
BP_review2022:coal-consumption:AZ:2020,AZ,2020,3.363189041095891e-05
BP_review2022:coal-consumption:AZ:2021,AZ,2021,3.354e-05
BP_review2022:coal-consumption:BD:1965,BD,1965,0.0
BP_review2022:coal-consumption:BD:1966,BD,1966,0.0
BP_review2022:coal-consumption:BD:1967,BD,1967,0.0
BP_review2022:coal-consumption:BD:1968,BD,1968,0.0
BP_review2022:coal-consumption:BD:1969,BD,1969,0.0
BP_review2022:coal-consumption:BD:1970,BD,1970,0.0
BP_review2022:coal-consumption:BD:1971,BD,1971,0.0039131633124
BP_review2022:coal-consumption:BD:1972,BD,1972,0.003913150752
BP_review2022:coal-consumption:BD:1973,BD,1973,0.005085036072
BP_review2022:coal-consumption:BD:1974,BD,1974,0.004520027412
BP_review2022:coal-consumption:BD:1975,BD,1975,0.0052314903360000005
BP_review2022:coal-consumption:BD:1976,BD,1976,0.005168730204
BP_review2022:coal-consumption:BD:1977,BD,1977,0.005398920468
BP_review2022:coal-consumption:BD:1978,BD,1978,0.0052314903360000005
BP_review2022:coal-consumption:BD:1979,BD,1979,0.00389225862
BP_review2022:coal-consumption:BD:1980,BD,1980,0.00519958692
BP_review2022:coal-consumption:BD:1981,BD,1981,0.005345203824000001
BP_review2022:coal-consumption:BD:1982,BD,1982,0.006475221144
BP_review2022:coal-consumption:BD:1983,BD,1983,0.003664747908
BP_review2022:coal-consumption:BD:1984,BD,1984,0.0014665941720000003
BP_review2022:coal-consumption:BD:1985,BD,1985,0.002050736508
BP_review2022:coal-consumption:BD:1986,BD,1986,0.003097059696
BP_review2022:coal-consumption:BD:1987,BD,1987,0.00487573794
BP_review2022:coal-consumption:BD:1988,BD,1988,0.005022234072
BP_review2022:coal-consumption:BD:1989,BD,1989,0.0052314903360000005
BP_review2022:coal-consumption:BD:1990,BD,1990,0.011781320256
BP_review2022:coal-consumption:BD:1991,BD,1991,0.003766696488
BP_review2022:coal-consumption:BD:1992,BD,1992,0.0035365062240000004
BP_review2022:coal-consumption:BD:1993,BD,1993,0.001318339584
BP_review2022:coal-consumption:BD:1994,BD,1994,0.001234645452
BP_review2022:coal-consumption:BD:1995,BD,1995,0.013434478236
BP_review2022:coal-consumption:BD:1996,BD,1996,0.007365962844
BP_review2022:coal-consumption:BD:1997,BD,1997,0.013518214236
BP_review2022:coal-consumption:BD:1998,BD,1998,0.0038922167520000005
BP_review2022:coal-consumption:BD:1999,BD,1999,0.0019251743760000002
BP_review2022:coal-consumption:BD:2000,BD,2000,0.013811164632000002
BP_review2022:coal-consumption:BD:2001,BD,2001,0.014648189688
BP_review2022:coal-consumption:BD:2002,BD,2002,0.015296892480000003
BP_review2022:coal-consumption:BD:2003,BD,2003,0.014627255688
BP_review2022:coal-consumption:BD:2004,BD,2004,0.014648189688
BP_review2022:coal-consumption:BD:2005,BD,2005,0.03005278126616838
BP_review2022:coal-consumption:BD:2006,BD,2006,0.04566193535017375
BP_review2022:coal-consumption:BD:2007,BD,2007,0.03726503033410858
BP_review2022:coal-consumption:BD:2008,BD,2008,0.03922583486164631
BP_review2022:coal-consumption:BD:2009,BD,2009,0.04901338767119239
BP_review2022:coal-consumption:BD:2010,BD,2010,0.031232758484875
BP_review2022:coal-consumption:BD:2011,BD,2011,0.04649595348782539
BP_review2022:coal-consumption:BD:2012,BD,2012,0.038365609772912895
BP_review2022:coal-consumption:BD:2013,BD,2013,0.05311466535776174
BP_review2022:coal-consumption:BD:2014,BD,2014,0.031872221563188634
BP_review2022:coal-consumption:BD:2015,BD,2015,0.0948675714802945
BP_review2022:coal-consumption:BD:2016,BD,2016,0.06971344754741399
BP_review2022:coal-consumption:BD:2017,BD,2017,0.07821601067573618
BP_review2022:coal-consumption:BD:2018,BD,2018,0.08570270252507041
BP_review2022:coal-consumption:BD:2019,BD,2019,0.13876168401673356
BP_review2022:coal-consumption:BD:2020,BD,2020,0.1567412558943224
BP_review2022:coal-consumption:BD:2021,BD,2021,0.13736292490442184
BP_review2022:coal-consumption:BE:1965,BE,1965,0.8025737565798
BP_review2022:coal-consumption:BE:1966,BE,1966,0.73213557891984
BP_review2022:coal-consumption:BE:1967,BE,1967,0.7185501020671201
BP_review2022:coal-consumption:BE:1968,BE,1968,0.7418310416960401
BP_review2022:coal-consumption:BE:1969,BE,1969,0.72248526492012
BP_review2022:coal-consumption:BE:1970,BE,1970,0.6808841738388001
BP_review2022:coal-consumption:BE:1971,BE,1971,0.56382102854388
BP_review2022:coal-consumption:BE:1972,BE,1972,0.5385003909051601
BP_review2022:coal-consumption:BE:1973,BE,1973,0.45190014408468004
BP_review2022:coal-consumption:BE:1974,BE,1974,0.48336278424768
BP_review2022:coal-consumption:BE:1975,BE,1975,0.36100428283461605
BP_review2022:coal-consumption:BE:1976,BE,1976,0.376213580006112
BP_review2022:coal-consumption:BE:1977,BE,1977,0.381582972983376
BP_review2022:coal-consumption:BE:1978,BE,1978,0.39075860832375603
BP_review2022:coal-consumption:BE:1979,BE,1979,0.43536714412212
BP_review2022:coal-consumption:BE:1980,BE,1980,0.43889222331288
BP_review2022:coal-consumption:BE:1981,BE,1981,0.45465323178384
BP_review2022:coal-consumption:BE:1982,BE,1982,0.45536583812292003
BP_review2022:coal-consumption:BE:1983,BE,1983,0.38858445420458404
BP_review2022:coal-consumption:BE:1984,BE,1984,0.45064273458240006
BP_review2022:coal-consumption:BE:1985,BE,1985,0.44937608020704006
BP_review2022:coal-consumption:BE:1986,BE,1986,0.383434060467996
BP_review2022:coal-consumption:BE:1987,BE,1987,0.381575318424408
BP_review2022:coal-consumption:BE:1988,BE,1988,0.38559059205289203
BP_review2022:coal-consumption:BE:1989,BE,1989,0.405124283465964
BP_review2022:coal-consumption:BE:1990,BE,1990,0.44507421522000007
BP_review2022:coal-consumption:BE:1991,BE,1991,0.42573974029200007
BP_review2022:coal-consumption:BE:1992,BE,1992,0.3810248837640001
BP_review2022:coal-consumption:BE:1993,BE,1993,0.36093104891999994
BP_review2022:coal-consumption:BE:1994,BE,1994,0.38795642424
BP_review2022:coal-consumption:BE:1995,BE,1995,0.37054582578000006
BP_review2022:coal-consumption:BE:1996,BE,1996,0.354627654048
BP_review2022:coal-consumption:BE:1997,BE,1997,0.33106409244
BP_review2022:coal-consumption:BE:1998,BE,1998,0.32931652212
BP_review2022:coal-consumption:BE:1999,BE,1999,0.28854609174
BP_review2022:coal-consumption:BE:2000,BE,2000,0.3192611264280001
BP_review2022:coal-consumption:BE:2001,BE,2001,0.30410796679200003
BP_review2022:coal-consumption:BE:2002,BE,2002,0.260699098788
BP_review2022:coal-consumption:BE:2003,BE,2003,0.252176741784
BP_review2022:coal-consumption:BE:2004,BE,2004,0.23455554728400002
BP_review2022:coal-consumption:BE:2005,BE,2005,0.215516702304
BP_review2022:coal-consumption:BE:2006,BE,2006,0.21267629344799996
BP_review2022:coal-consumption:BE:2007,BE,2007,0.19435221896399998
BP_review2022:coal-consumption:BE:2008,BE,2008,0.19193781700800003
BP_review2022:coal-consumption:BE:2009,BE,2009,0.12364244233199999
BP_review2022:coal-consumption:BE:2010,BE,2010,0.15696179222400003
BP_review2022:coal-consumption:BE:2011,BE,2011,0.1477762461
BP_review2022:coal-consumption:BE:2012,BE,2012,0.13918551865200002
BP_review2022:coal-consumption:BE:2013,BE,2013,0.14726734056
BP_review2022:coal-consumption:BE:2014,BE,2014,0.14282196379200002
BP_review2022:coal-consumption:BE:2015,BE,2015,0.139469551164
BP_review2022:coal-consumption:BE:2016,BE,2016,0.132150857292
BP_review2022:coal-consumption:BE:2017,BE,2017,0.129293031348
BP_review2022:coal-consumption:BE:2018,BE,2018,0.12856913362800002
BP_review2022:coal-consumption:BE:2019,BE,2019,0.128924927892
BP_review2022:coal-consumption:BE:2020,BE,2020,0.100025122212
BP_review2022:coal-consumption:BE:2021,BE,2021,0.10344966001335969
BP_review2022:coal-consumption:BG:1965,BG,1965,0.251040528
BP_review2022:coal-consumption:BG:1966,BG,1966,0.25886984400000007
BP_review2022:coal-consumption:BG:1967,BG,1967,0.28110175200000004
BP_review2022:coal-consumption:BG:1968,BG,1968,0.305385192
BP_review2022:coal-consumption:BG:1969,BG,1969,0.30701804400000005
BP_review2022:coal-consumption:BG:1970,BG,1970,0.33582322800000003
BP_review2022:coal-consumption:BG:1971,BG,1971,0.33146895600000004
BP_review2022:coal-consumption:BG:1972,BG,1972,0.34164288
BP_review2022:coal-consumption:BG:1973,BG,1973,0.344280564
BP_review2022:coal-consumption:BG:1974,BG,1974,0.338419044
BP_review2022:coal-consumption:BG:1975,BG,1975,0.354789432
BP_review2022:coal-consumption:BG:1976,BG,1976,0.33071533200000003
BP_review2022:coal-consumption:BG:1977,BG,1977,0.329375556
BP_review2022:coal-consumption:BG:1978,BG,1978,0.35118878400000003
