id,actor_id,year,energy_consumption_EJ
BP_review2022:energy-consumption:AE:2013,AE,2013,4.079681763916188
BP_review2022:energy-consumption:AE:2014,AE,2014,4.038183378196615
BP_review2022:energy-consumption:AE:2015,AE,2015,4.4314671320269765
BP_review2022:energy-consumption:AE:2016,AE,2016,4.6234835907677105
BP_review2022:energy-consumption:AE:2017,AE,2017,4.639606364430242
BP_review2022:energy-consumption:AE:2018,AE,2018,4.5782177070660435
BP_review2022:energy-consumption:AE:2019,AE,2019,4.547959348655886
BP_review2022:energy-consumption:AE:2020,AE,2020,4.259306240873623
BP_review2022:energy-consumption:AE:2021,AE,2021,4.528432432359379
BP_review2022:energy-consumption:AR:1965,AR,1965,1.1826680099155804
BP_review2022:energy-consumption:AR:1966,AR,1966,1.220993727770518
BP_review2022:energy-consumption:AR:1967,AR,1967,1.256475933999408
BP_review2022:energy-consumption:AR:1968,AR,1968,1.298987474544187
BP_review2022:energy-consumption:AR:1969,AR,1969,1.3424312547161206
BP_review2022:energy-consumption:AR:1970,AR,1970,1.2725027508533073
BP_review2022:energy-consumption:AR:1971,AR,1971,1.349021899895235
BP_review2022:energy-consumption:AR:1972,AR,1972,1.3659644225790042
BP_review2022:energy-consumption:AR:1973,AR,1973,1.4273924417193466
BP_review2022:energy-consumption:AR:1974,AR,1974,1.4841040083237897
BP_review2022:energy-consumption:AR:1975,AR,1975,1.450845210568866
BP_review2022:energy-consumption:AR:1976,AR,1976,1.5216257412991654
BP_review2022:energy-consumption:AR:1977,AR,1977,1.589153783891363
BP_review2022:energy-consumption:AR:1978,AR,1978,1.5915129001907824
BP_review2022:energy-consumption:AR:1979,AR,1979,1.7089059531926125
BP_review2022:energy-consumption:AR:1980,AR,1980,1.6991247772076423
BP_review2022:energy-consumption:AR:1981,AR,1981,1.6488130430872818
BP_review2022:energy-consumption:AR:1982,AR,1982,1.6794460107694025
BP_review2022:energy-consumption:AR:1983,AR,1983,1.7503378839574295
BP_review2022:energy-consumption:AR:1984,AR,1984,1.754968212079307
BP_review2022:energy-consumption:AR:1985,AR,1985,1.7338764765089238
BP_review2022:energy-consumption:AR:1986,AR,1986,1.8318883479063341
BP_review2022:energy-consumption:AR:1987,AR,1987,1.914517588702918
BP_review2022:energy-consumption:AR:1988,AR,1988,1.9465601207120307
BP_review2022:energy-consumption:AR:1989,AR,1989,1.8770907860598587
BP_review2022:energy-consumption:AR:1990,AR,1990,1.8468299742374623
BP_review2022:energy-consumption:AR:1991,AR,1991,1.8767534647329103
BP_review2022:energy-consumption:AR:1992,AR,1992,2.013465592805436
BP_review2022:energy-consumption:AR:1993,AR,1993,2.0801370733418816
BP_review2022:energy-consumption:AR:1994,AR,1994,2.191492124609578
BP_review2022:energy-consumption:AR:1995,AR,1995,2.2616031266765493
BP_review2022:energy-consumption:AR:1996,AR,1996,2.365566176656799
BP_review2022:energy-consumption:AR:1997,AR,1997,2.393070311844567
BP_review2022:energy-consumption:AR:1998,AR,1998,2.4782823665704545
BP_review2022:energy-consumption:AR:1999,AR,1999,2.5053083004037893
BP_review2022:energy-consumption:AR:2000,AR,2000,2.515452895192148
BP_review2022:energy-consumption:AR:2001,AR,2001,2.4568947604727205
BP_review2022:energy-consumption:AR:2002,AR,2002,2.3559119034469758
BP_review2022:energy-consumption:AR:2003,AR,2003,2.525131376482789
BP_review2022:energy-consumption:AR:2004,AR,2004,2.68134238533485
BP_review2022:energy-consumption:AR:2005,AR,2005,2.8461637362806194
BP_review2022:energy-consumption:AR:2006,AR,2006,2.9900498635591153
BP_review2022:energy-consumption:AR:2007,AR,2007,3.1204163279900725
BP_review2022:energy-consumption:AR:2008,AR,2008,3.16092249566785
BP_review2022:energy-consumption:AR:2009,AR,2009,3.0727464115742347
BP_review2022:energy-consumption:AR:2010,AR,2010,3.185636294778455
BP_review2022:energy-consumption:AR:2011,AR,2011,3.273665194537417
BP_review2022:energy-consumption:AR:2012,AR,2012,3.4018296253916844
BP_review2022:energy-consumption:AR:2013,AR,2013,3.5382831714757987
BP_review2022:energy-consumption:AR:2014,AR,2014,3.527488196165085
BP_review2022:energy-consumption:AR:2015,AR,2015,3.5875237339779957
BP_review2022:energy-consumption:AR:2016,AR,2016,3.5700892259446197
BP_review2022:energy-consumption:AR:2017,AR,2017,3.5661057151634084
BP_review2022:energy-consumption:AR:2018,AR,2018,3.5405341564924844
BP_review2022:energy-consumption:AR:2019,AR,2019,3.3509062953585853
BP_review2022:energy-consumption:AR:2020,AR,2020,3.1710945857449286
BP_review2022:energy-consumption:AR:2021,AR,2021,3.432285354022862
BP_review2022:energy-consumption:AT:1965,AT,1965,0.6821938059823595
BP_review2022:energy-consumption:AT:1966,AT,1966,0.7139702505391601
BP_review2022:energy-consumption:AT:1967,AT,1967,0.7213085755928834
BP_review2022:energy-consumption:AT:1968,AT,1968,0.7712696556248941
BP_review2022:energy-consumption:AT:1969,AT,1969,0.7989353844431907
BP_review2022:energy-consumption:AT:1970,AT,1970,0.9149372249610662
BP_review2022:energy-consumption:AT:1971,AT,1971,0.9111028995784821
BP_review2022:energy-consumption:AT:1972,AT,1972,0.9425727462138279
BP_review2022:energy-consumption:AT:1973,AT,1973,1.0134364688512036
BP_review2022:energy-consumption:AT:1974,AT,1974,1.0186637683688549
BP_review2022:energy-consumption:AT:1975,AT,1975,1.0118288985424155
BP_review2022:energy-consumption:AT:1976,AT,1976,1.0472173254178538
BP_review2022:energy-consumption:AT:1977,AT,1977,1.0497516974813799
BP_review2022:energy-consumption:AT:1978,AT,1978,1.0950834063827077
BP_review2022:energy-consumption:AT:1979,AT,1979,1.1599818254832992
BP_review2022:energy-consumption:AT:1980,AT,1980,1.1551457120288593
BP_review2022:energy-consumption:AT:1981,AT,1981,1.1214724252978077
BP_review2022:energy-consumption:AT:1982,AT,1982,1.0847578990667348
BP_review2022:energy-consumption:AT:1983,AT,1983,1.0817826376887476
BP_review2022:energy-consumption:AT:1984,AT,1984,1.070887012312169
BP_review2022:energy-consumption:AT:1985,AT,1985,1.1369001493294788
BP_review2022:energy-consumption:AT:1986,AT,1986,1.139164596974057
BP_review2022:energy-consumption:AT:1987,AT,1987,1.2024684945875883
BP_review2022:energy-consumption:AT:1988,AT,1988,1.1848781112140019
BP_review2022:energy-consumption:AT:1989,AT,1989,1.1915066845150164
BP_review2022:energy-consumption:AT:1990,AT,1990,1.2066038714840273
BP_review2022:energy-consumption:AT:1991,AT,1991,1.265450041379521
BP_review2022:energy-consumption:AT:1992,AT,1992,1.2454961927469625
BP_review2022:energy-consumption:AT:1993,AT,1993,1.2676489240434747
BP_review2022:energy-consumption:AT:1994,AT,1994,1.259889984957974
BP_review2022:energy-consumption:AT:1995,AT,1995,1.321310763311705
BP_review2022:energy-consumption:AT:1996,AT,1996,1.3230152763436354
BP_review2022:energy-consumption:AT:1997,AT,1997,1.3509671447609835
BP_review2022:energy-consumption:AT:1998,AT,1998,1.372618817231156
BP_review2022:energy-consumption:AT:1999,AT,1999,1.4037610856222682
BP_review2022:energy-consumption:AT:2000,AT,2000,1.4091285326106462
BP_review2022:energy-consumption:AT:2001,AT,2001,1.4593296201717132
BP_review2022:energy-consumption:AT:2002,AT,2002,1.4616250259530696
BP_review2022:energy-consumption:AT:2003,AT,2003,1.4769135175597032
BP_review2022:energy-consumption:AT:2004,AT,2004,1.5043332821872155
BP_review2022:energy-consumption:AT:2005,AT,2005,1.5305985123450652
BP_review2022:energy-consumption:AT:2006,AT,2006,1.5146350451077624
BP_review2022:energy-consumption:AT:2007,AT,2007,1.4825042527904284
BP_review2022:energy-consumption:AT:2008,AT,2008,1.5112827304562473
BP_review2022:energy-consumption:AT:2009,AT,2009,1.4643898857336883
BP_review2022:energy-consumption:AT:2010,AT,2010,1.512264860595543
BP_review2022:energy-consumption:AT:2011,AT,2011,1.4160729659746123
BP_review2022:energy-consumption:AT:2012,AT,2012,1.4908448179640026
BP_review2022:energy-consumption:AT:2013,AT,2013,1.4806876080597262
BP_review2022:energy-consumption:AT:2014,AT,2014,1.4213826834457501
BP_review2022:energy-consumption:AT:2015,AT,2015,1.4230250758220118
BP_review2022:energy-consumption:AT:2016,AT,2016,1.4706727484390012
BP_review2022:energy-consumption:AT:2017,AT,2017,1.5034628926342386
BP_review2022:energy-consumption:AT:2018,AT,2018,1.4681799200841181
BP_review2022:energy-consumption:AT:2019,AT,2019,1.5415868648660014
BP_review2022:energy-consumption:AT:2020,AT,2020,1.4411543746076965
BP_review2022:energy-consumption:AT:2021,AT,2021,1.482714071331717
BP_review2022:energy-consumption:AU:1965,AU,1965,1.5327361068064518
BP_review2022:energy-consumption:AU:1966,AU,1966,1.6059655419677419
BP_review2022:energy-consumption:AU:1967,AU,1967,1.7031349349032254
BP_review2022:energy-consumption:AU:1968,AU,1968,1.806097513032258
BP_review2022:energy-consumption:AU:1969,AU,1969,1.8807417485806452
BP_review2022:energy-consumption:AU:1970,AU,1970,2.0523658253416777
BP_review2022:energy-consumption:AU:1971,AU,1971,2.1557074423770195
BP_review2022:energy-consumption:AU:1972,AU,1972,2.2539420634716905
BP_review2022:energy-consumption:AU:1973,AU,1973,2.4096813288089165
BP_review2022:energy-consumption:AU:1974,AU,1974,2.562843911300645
BP_review2022:energy-consumption:AU:1975,AU,1975,2.6060407698551358
BP_review2022:energy-consumption:AU:1976,AU,1976,2.6967175361900453
BP_review2022:energy-consumption:AU:1977,AU,1977,2.829486677285678
BP_review2022:energy-consumption:AU:1978,AU,1978,2.9203951621497
BP_review2022:energy-consumption:AU:1979,AU,1979,3.0286491397520012
BP_review2022:energy-consumption:AU:1980,AU,1980,3.039289070498331
BP_review2022:energy-consumption:AU:1981,AU,1981,3.0880579791626332
BP_review2022:energy-consumption:AU:1982,AU,1982,3.059710133031324
BP_review2022:energy-consumption:AU:1983,AU,1983,2.955381087624382
BP_review2022:energy-consumption:AU:1984,AU,1984,3.0687121316778008
BP_review2022:energy-consumption:AU:1985,AU,1985,3.1592517268726077
BP_review2022:energy-consumption:AU:1986,AU,1986,3.22165795044601
BP_review2022:energy-consumption:AU:1987,AU,1987,3.316254448478083
BP_review2022:energy-consumption:AU:1988,AU,1988,3.4684224754732798
BP_review2022:energy-consumption:AU:1989,AU,1989,3.643501674947685
BP_review2022:energy-consumption:AU:1990,AU,1990,3.71901411010195
BP_review2022:energy-consumption:AU:1991,AU,1991,3.691101119379529
BP_review2022:energy-consumption:AU:1992,AU,1992,3.7518777010188975
BP_review2022:energy-consumption:AU:1993,AU,1993,3.830681860429381
BP_review2022:energy-consumption:AU:1994,AU,1994,3.9796779226421033
BP_review2022:energy-consumption:AU:1995,AU,1995,4.15547626556804
BP_review2022:energy-consumption:AU:1996,AU,1996,4.277292752567427
BP_review2022:energy-consumption:AU:1997,AU,1997,4.38223694857049
BP_review2022:energy-consumption:AU:1998,AU,1998,4.486790047226967
BP_review2022:energy-consumption:AU:1999,AU,1999,4.670450336343854
BP_review2022:energy-consumption:AU:2000,AU,2000,4.698934292064331
BP_review2022:energy-consumption:AU:2001,AU,2001,4.735387176164048
BP_review2022:energy-consumption:AU:2002,AU,2002,4.83028240239087
BP_review2022:energy-consumption:AU:2003,AU,2003,4.899104350136398
BP_review2022:energy-consumption:AU:2004,AU,2004,5.055998934846219
BP_review2022:energy-consumption:AU:2005,AU,2005,5.0772607192494394
BP_review2022:energy-consumption:AU:2006,AU,2006,5.295016583929744
BP_review2022:energy-consumption:AU:2007,AU,2007,5.422201433448459
BP_review2022:energy-consumption:AU:2008,AU,2008,5.514283683801904
BP_review2022:energy-consumption:AU:2009,AU,2009,5.434360348145653
BP_review2022:energy-consumption:AU:2010,AU,2010,5.431819179732699
BP_review2022:energy-consumption:AU:2011,AU,2011,5.600592144101709
BP_review2022:energy-consumption:AU:2012,AU,2012,5.518349899637517
BP_review2022:energy-consumption:AU:2013,AU,2013,5.588354029795237
BP_review2022:energy-consumption:AU:2014,AU,2014,5.626763984185269
BP_review2022:energy-consumption:AU:2015,AU,2015,5.758417781305299
BP_review2022:energy-consumption:AU:2016,AU,2016,5.7814155118169035
BP_review2022:energy-consumption:AU:2017,AU,2017,5.760971213681806
BP_review2022:energy-consumption:AU:2018,AU,2018,5.836458410028445
BP_review2022:energy-consumption:AU:2019,AU,2019,6.044069517044327
BP_review2022:energy-consumption:AU:2020,AU,2020,5.736940992520309
BP_review2022:energy-consumption:AU:2021,AU,2021,5.720003053814708
BP_review2022:energy-consumption:AZ:1965,AZ,1965,0.0
BP_review2022:energy-consumption:AZ:1966,AZ,1966,0.0
BP_review2022:energy-consumption:AZ:1967,AZ,1967,0.0
BP_review2022:energy-consumption:AZ:1968,AZ,1968,0.0
BP_review2022:energy-consumption:AZ:1969,AZ,1969,0.0
BP_review2022:energy-consumption:AZ:1970,AZ,1970,0.0
BP_review2022:energy-consumption:AZ:1971,AZ,1971,0.0
BP_review2022:energy-consumption:AZ:1972,AZ,1972,0.0
BP_review2022:energy-consumption:AZ:1973,AZ,1973,0.0
BP_review2022:energy-consumption:AZ:1974,AZ,1974,0.0
BP_review2022:energy-consumption:AZ:1975,AZ,1975,0.0
BP_review2022:energy-consumption:AZ:1976,AZ,1976,0.0
BP_review2022:energy-consumption:AZ:1977,AZ,1977,0.0
BP_review2022:energy-consumption:AZ:1978,AZ,1978,0.0
BP_review2022:energy-consumption:AZ:1979,AZ,1979,0.0
BP_review2022:energy-consumption:AZ:1980,AZ,1980,0.0
BP_review2022:energy-consumption:AZ:1981,AZ,1981,0.0
BP_review2022:energy-consumption:AZ:1982,AZ,1982,0.0
BP_review2022:energy-consumption:AZ:1983,AZ,1983,0.0
BP_review2022:energy-consumption:AZ:1984,AZ,1984,0.0
BP_review2022:energy-consumption:AZ:1985,AZ,1985,0.8458218138296011
BP_review2022:energy-consumption:AZ:1986,AZ,1986,0.9102038697781496
BP_review2022:energy-consumption:AZ:1987,AZ,1987,0.8820819844615082
BP_review2022:energy-consumption:AZ:1988,AZ,1988,0.8827355107132404
BP_review2022:energy-consumption:AZ:1989,AZ,1989,0.9001866442109916
BP_review2022:energy-consumption:AZ:1990,AZ,1990,0.9379844336664601
BP_review2022:energy-consumption:AZ:1991,AZ,1991,0.9012644966464172
BP_review2022:energy-consumption:AZ:1992,AZ,1992,0.7718177588158054
BP_review2022:energy-consumption:AZ:1993,AZ,1993,0.6695287588919485
BP_review2022:energy-consumption:AZ:1994,AZ,1994,0.615112890321182
BP_review2022:energy-consumption:AZ:1995,AZ,1995,0.5783327815937581
BP_review2022:energy-consumption:AZ:1996,AZ,1996,0.4742665559601364
BP_review2022:energy-consumption:AZ:1997,AZ,1997,0.45415672270626806
BP_review2022:energy-consumption:AZ:1998,AZ,1998,0.45592262820587465
BP_review2022:energy-consumption:AZ:1999,AZ,1999,0.4539478439113559
BP_review2022:energy-consumption:AZ:2000,AZ,2000,0.47387151635973424
BP_review2022:energy-consumption:AZ:2001,AZ,2001,0.45685329501191413
BP_review2022:energy-consumption:AZ:2002,AZ,2002,0.45154800682830387
BP_review2022:energy-consumption:AZ:2003,AZ,2003,0.48860132622580643
BP_review2022:energy-consumption:AZ:2004,AZ,2004,0.5540325537352633
BP_review2022:energy-consumption:AZ:2005,AZ,2005,0.6006145986422899
BP_review2022:energy-consumption:AZ:2006,AZ,2006,0.5907296338803518
BP_review2022:energy-consumption:AZ:2007,AZ,2007,0.534406892532193
BP_review2022:energy-consumption:AZ:2008,AZ,2008,0.5395625100130291
BP_review2022:energy-consumption:AZ:2009,AZ,2009,0.47687536823914906
BP_review2022:energy-consumption:AZ:2010,AZ,2010,0.4710529698078396
BP_review2022:energy-consumption:AZ:2011,AZ,2011,0.5233168575481385
BP_review2022:energy-consumption:AZ:2012,AZ,2012,0.538602632828906
BP_review2022:energy-consumption:AZ:2013,AZ,2013,0.553673921775728
BP_review2022:energy-consumption:AZ:2014,AZ,2014,0.5640225948902219
BP_review2022:energy-consumption:AZ:2015,AZ,2015,0.616780618921026
BP_review2022:energy-consumption:AZ:2016,AZ,2016,0.6110458635712318
BP_review2022:energy-consumption:AZ:2017,AZ,2017,0.5993272768975072
BP_review2022:energy-consumption:AZ:2018,AZ,2018,0.6166832969608275
BP_review2022:energy-consumption:AZ:2019,AZ,2019,0.6503604473017108
BP_review2022:energy-consumption:AZ:2020,AZ,2020,0.6385837306909404
BP_review2022:energy-consumption:AZ:2021,AZ,2021,0.6596878883537981
BP_review2022:energy-consumption:BD:1965,BD,1965,0.0
BP_review2022:energy-consumption:BD:1966,BD,1966,0.0
BP_review2022:energy-consumption:BD:1967,BD,1967,0.0
BP_review2022:energy-consumption:BD:1968,BD,1968,0.0
BP_review2022:energy-consumption:BD:1969,BD,1969,0.0
BP_review2022:energy-consumption:BD:1970,BD,1970,0.0
BP_review2022:energy-consumption:BD:1971,BD,1971,0.04826476653820645
BP_review2022:energy-consumption:BD:1972,BD,1972,0.054686167977806455
BP_review2022:energy-consumption:BD:1973,BD,1973,0.07012891245909678
BP_review2022:energy-consumption:BD:1974,BD,1974,0.07468758360554839
BP_review2022:energy-consumption:BD:1975,BD,1975,0.07679199265858067
BP_review2022:energy-consumption:BD:1976,BD,1976,0.08961484088141937
BP_review2022:energy-consumption:BD:1977,BD,1977,0.09157755795187097
BP_review2022:energy-consumption:BD:1978,BD,1978,0.09728612894890323
BP_review2022:energy-consumption:BD:1979,BD,1979,0.10726163029741935
BP_review2022:energy-consumption:BD:1980,BD,1980,0.12510137595225806
BP_review2022:energy-consumption:BD:1981,BD,1981,0.13262290231282664
BP_review2022:energy-consumption:BD:1982,BD,1982,0.14630884808346373
BP_review2022:energy-consumption:BD:1983,BD,1983,0.14468469167859355
BP_review2022:energy-consumption:BD:1984,BD,1984,0.15639308047414438
BP_review2022:energy-consumption:BD:1985,BD,1985,0.17378677235952344
BP_review2022:energy-consumption:BD:1986,BD,1986,0.18913167268429515
BP_review2022:energy-consumption:BD:1987,BD,1987,0.20874436812239677
BP_review2022:energy-consumption:BD:1988,BD,1988,0.23247494068671773
BP_review2022:energy-consumption:BD:1989,BD,1989,0.2506112891934218
BP_review2022:energy-consumption:BD:1990,BD,1990,0.2658830516517202
BP_review2022:energy-consumption:BD:1991,BD,1991,0.2565165935153903
BP_review2022:energy-consumption:BD:1992,BD,1992,0.2797579907302968
BP_review2022:energy-consumption:BD:1993,BD,1993,0.30756871694896615
BP_review2022:energy-consumption:BD:1994,BD,1994,0.32648426810030323
BP_review2022:energy-consumption:BD:1995,BD,1995,0.38559105176745
BP_review2022:energy-consumption:BD:1996,BD,1996,0.40392887216482337
BP_review2022:energy-consumption:BD:1997,BD,1997,0.42440692891771703
BP_review2022:energy-consumption:BD:1998,BD,1998,0.4520130532501791
BP_review2022:energy-consumption:BD:1999,BD,1999,0.4571473242975388
BP_review2022:energy-consumption:BD:2000,BD,2000,0.49003498806682666
BP_review2022:energy-consumption:BD:2001,BD,2001,0.5601059610426948
BP_review2022:energy-consumption:BD:2002,BD,2002,0.5778411315582271
BP_review2022:energy-consumption:BD:2003,BD,2003,0.6124271502103031
BP_review2022:energy-consumption:BD:2004,BD,2004,0.633472256546165
BP_review2022:energy-consumption:BD:2005,BD,2005,0.6831318949967958
BP_review2022:energy-consumption:BD:2006,BD,2006,0.7401299037952335
BP_review2022:energy-consumption:BD:2007,BD,2007,0.757520756308407
BP_review2022:energy-consumption:BD:2008,BD,2008,0.8015519365075832
BP_review2022:energy-consumption:BD:2009,BD,2009,0.8807969731230655
BP_review2022:energy-consumption:BD:2010,BD,2010,0.9019469703633886
BP_review2022:energy-consumption:BD:2011,BD,2011,0.9801710744583662
BP_review2022:energy-consumption:BD:2012,BD,2012,1.049273472944658
BP_review2022:energy-consumption:BD:2013,BD,2013,1.0811641599909119
BP_review2022:energy-consumption:BD:2014,BD,2014,1.1253173221226935
BP_review2022:energy-consumption:BD:2015,BD,2015,1.3087206019137723
BP_review2022:energy-consumption:BD:2016,BD,2016,1.3307917780453606
BP_review2022:energy-consumption:BD:2017,BD,2017,1.382938528923397
BP_review2022:energy-consumption:BD:2018,BD,2018,1.464803471247931
BP_review2022:energy-consumption:BD:2019,BD,2019,1.6293069239263904
BP_review2022:energy-consumption:BD:2020,BD,2020,1.5797026169278545
BP_review2022:energy-consumption:BD:2021,BD,2021,1.6536753464335616
BP_review2022:energy-consumption:BE:1965,BE,1965,1.486588374450768
BP_review2022:energy-consumption:BE:1966,BE,1966,1.4322923134682273
BP_review2022:energy-consumption:BE:1967,BE,1967,1.5035575745079803
BP_review2022:energy-consumption:BE:1968,BE,1968,1.6755011533304487
BP_review2022:energy-consumption:BE:1969,BE,1969,1.8387894361996897
BP_review2022:energy-consumption:BE:1970,BE,1970,1.9425277765807354
BP_review2022:energy-consumption:BE:1971,BE,1971,1.9056037671567834
BP_review2022:energy-consumption:BE:1972,BE,1972,2.025838393528816
BP_review2022:energy-consumption:BE:1973,BE,1973,2.053173451267476
BP_review2022:energy-consumption:BE:1974,BE,1974,1.9828173349466047
BP_review2022:energy-consumption:BE:1975,BE,1975,1.864869230727089
BP_review2022:energy-consumption:BE:1976,BE,1976,1.9784855564792303
BP_review2022:energy-consumption:BE:1977,BE,1977,1.9821687550586449
BP_review2022:energy-consumption:BE:1978,BE,1978,2.06897142825924
BP_review2022:energy-consumption:BE:1979,BE,1979,2.128762543821045
BP_review2022:energy-consumption:BE:1980,BE,1980,2.0379829184741705
BP_review2022:energy-consumption:BE:1981,BE,1981,1.9378698018053455
BP_review2022:energy-consumption:BE:1982,BE,1982,1.8535680250153934
BP_review2022:energy-consumption:BE:1983,BE,1983,1.796289460000283
BP_review2022:energy-consumption:BE:1984,BE,1984,1.8773165212060559
BP_review2022:energy-consumption:BE:1985,BE,1985,1.959725749346825
BP_review2022:energy-consumption:BE:1986,BE,1986,2.0222058870701467
BP_review2022:energy-consumption:BE:1987,BE,1987,2.08324662071473
BP_review2022:energy-consumption:BE:1988,BE,1988,2.124734298945365
BP_review2022:energy-consumption:BE:1989,BE,1989,2.1404536974337063
BP_review2022:energy-consumption:BE:1990,BE,1990,2.236869520597895
BP_review2022:energy-consumption:BE:1991,BE,1991,2.3143672270948352
BP_review2022:energy-consumption:BE:1992,BE,1992,2.309433493215183
BP_review2022:energy-consumption:BE:1993,BE,1993,2.2722584535919674
BP_review2022:energy-consumption:BE:1994,BE,1994,2.390068921498467
BP_review2022:energy-consumption:BE:1995,BE,1995,2.4196313490269064
BP_review2022:energy-consumption:BE:1996,BE,1996,2.5699732482534583
BP_review2022:energy-consumption:BE:1997,BE,1997,2.596542805810282
BP_review2022:energy-consumption:BE:1998,BE,1998,2.647391340340659
BP_review2022:energy-consumption:BE:1999,BE,1999,2.6285075672211224
BP_review2022:energy-consumption:BE:2000,BE,2000,2.6760544759505884
BP_review2022:energy-consumption:BE:2001,BE,2001,2.6526914717881143
BP_review2022:energy-consumption:BE:2002,BE,2002,2.640508117925164
BP_review2022:energy-consumption:BE:2003,BE,2003,2.742087693441178
BP_review2022:energy-consumption:BE:2004,BE,2004,2.7526318132884997
BP_review2022:energy-consumption:BE:2005,BE,2005,2.7220241950743236
BP_review2022:energy-consumption:BE:2006,BE,2006,2.7296679838596245
BP_review2022:energy-consumption:BE:2007,BE,2007,2.748488531439584
BP_review2022:energy-consumption:BE:2008,BE,2008,2.7926424125862632
BP_review2022:energy-consumption:BE:2009,BE,2009,2.6117033413436186
BP_review2022:energy-consumption:BE:2010,BE,2010,2.7836654429517047
BP_review2022:energy-consumption:BE:2011,BE,2011,2.601456592454517
BP_review2022:energy-consumption:BE:2012,BE,2012,2.4942693272378786
BP_review2022:energy-consumption:BE:2013,BE,2013,2.5632024773767377
BP_review2022:energy-consumption:BE:2014,BE,2014,2.382676395105701
BP_review2022:energy-consumption:BE:2015,BE,2015,2.41530779562836
BP_review2022:energy-consumption:BE:2016,BE,2016,2.6043361522057964
BP_review2022:energy-consumption:BE:2017,BE,2017,2.6335799658801284
BP_review2022:energy-consumption:BE:2018,BE,2018,2.6134776954514365
BP_review2022:energy-consumption:BE:2019,BE,2019,2.697461262366047
BP_review2022:energy-consumption:BE:2020,BE,2020,2.4359846959324054
BP_review2022:energy-consumption:BE:2021,BE,2021,2.7261251699650937
BP_review2022:energy-consumption:BG:1965,BG,1965,0.4317323605806451
BP_review2022:energy-consumption:BG:1966,BG,1966,0.4628355181935485
BP_review2022:energy-consumption:BG:1967,BG,1967,0.5376262581290323
BP_review2022:energy-consumption:BG:1968,BG,1968,0.6009753574838711
BP_review2022:energy-consumption:BG:1969,BG,1969,0.6698437456129032
