id,actor_id,year,renewable_consumption_EJ
BP_review2022:renewable-consumption:AE:2003,AE,2003,0.0
BP_review2022:renewable-consumption:AE:2004,AE,2004,0.0
BP_review2022:renewable-consumption:AE:2005,AE,2005,0.0
BP_review2022:renewable-consumption:AE:2006,AE,2006,0.0
BP_review2022:renewable-consumption:AE:2007,AE,2007,0.0
BP_review2022:renewable-consumption:AE:2008,AE,2008,0.0
BP_review2022:renewable-consumption:AE:2009,AE,2009,6.388161290322578e-05
BP_review2022:renewable-consumption:AE:2010,AE,2010,0.0001840941539679397
BP_review2022:renewable-consumption:AE:2011,AE,2011,0.00020553521636506672
BP_review2022:renewable-consumption:AE:2012,AE,2012,0.00023929199999999984
BP_review2022:renewable-consumption:AE:2013,AE,2013,0.0008538866362223076
BP_review2022:renewable-consumption:AE:2014,AE,2014,0.003106046534672588
BP_review2022:renewable-consumption:AE:2015,AE,2015,0.0030811338248847887
BP_review2022:renewable-consumption:AE:2016,AE,2016,0.003098717831647258
BP_review2022:renewable-consumption:AE:2017,AE,2017,0.007150859129032259
BP_review2022:renewable-consumption:AE:2018,AE,2018,0.01253362869269949
BP_review2022:renewable-consumption:AE:2019,AE,2019,0.036011849075867894
BP_review2022:renewable-consumption:AE:2020,AE,2020,0.04323350697347994
BP_review2022:renewable-consumption:AE:2021,AE,2021,0.048530113636245084
BP_review2022:renewable-consumption:AR:1965,AR,1965,0.0
BP_review2022:renewable-consumption:AR:1966,AR,1966,0.0
BP_review2022:renewable-consumption:AR:1967,AR,1967,0.0
BP_review2022:renewable-consumption:AR:1968,AR,1968,0.0
BP_review2022:renewable-consumption:AR:1969,AR,1969,0.0
BP_review2022:renewable-consumption:AR:1970,AR,1970,0.0006463277458979071
BP_review2022:renewable-consumption:AR:1971,AR,1971,0.0006779177826254571
BP_review2022:renewable-consumption:AR:1972,AR,1972,0.0008737019402154015
BP_review2022:renewable-consumption:AR:1973,AR,1973,0.0006891742449888636
BP_review2022:renewable-consumption:AR:1974,AR,1974,0.0007010451896947678
BP_review2022:renewable-consumption:AR:1975,AR,1975,0.000735372664451925
BP_review2022:renewable-consumption:AR:1976,AR,1976,0.0007005776497930623
BP_review2022:renewable-consumption:AR:1977,AR,1977,0.0007355191261243772
BP_review2022:renewable-consumption:AR:1978,AR,1978,0.0007351714097485355
BP_review2022:renewable-consumption:AR:1979,AR,1979,0.0010915472128555721
BP_review2022:renewable-consumption:AR:1980,AR,1980,0.0011379041668504672
BP_review2022:renewable-consumption:AR:1981,AR,1981,0.0010000053762877128
BP_review2022:renewable-consumption:AR:1982,AR,1982,0.001321266964066672
BP_review2022:renewable-consumption:AR:1983,AR,1983,0.0017809697019745994
BP_review2022:renewable-consumption:AR:1984,AR,1984,0.0013214398657149177
BP_review2022:renewable-consumption:AR:1985,AR,1985,0.0013791059144869307
BP_review2022:renewable-consumption:AR:1986,AR,1986,0.001424887905943859
BP_review2022:renewable-consumption:AR:1987,AR,1987,0.0012179876468749393
BP_review2022:renewable-consumption:AR:1988,AR,1988,0.0014130632514495923
BP_review2022:renewable-consumption:AR:1989,AR,1989,0.0012181629651842455
BP_review2022:renewable-consumption:AR:1990,AR,1990,0.001528678102885967
BP_review2022:renewable-consumption:AR:1991,AR,1991,0.0015055366468530167
BP_review2022:renewable-consumption:AR:1992,AR,1992,0.0014937899144185965
BP_review2022:renewable-consumption:AR:1993,AR,1993,0.0011031693471309904
BP_review2022:renewable-consumption:AR:1994,AR,1994,0.0011377521698656902
BP_review2022:renewable-consumption:AR:1995,AR,1995,0.0013677256231471894
BP_review2022:renewable-consumption:AR:1996,AR,1996,0.002665324075784317
BP_review2022:renewable-consumption:AR:1997,AR,1997,0.0022096155004035444
BP_review2022:renewable-consumption:AR:1998,AR,1998,0.0027241891239612975
BP_review2022:renewable-consumption:AR:1999,AR,1999,0.003381412930439037
BP_review2022:renewable-consumption:AR:2000,AR,2000,0.004806600012071983
BP_review2022:renewable-consumption:AR:2001,AR,2001,0.004694051001862576
BP_review2022:renewable-consumption:AR:2002,AR,2002,0.0068623175347098985
BP_review2022:renewable-consumption:AR:2003,AR,2003,0.01093433481085609
BP_review2022:renewable-consumption:AR:2004,AR,2004,0.010721673069998371
BP_review2022:renewable-consumption:AR:2005,AR,2005,0.011272498573798698
BP_review2022:renewable-consumption:AR:2006,AR,2006,0.012738391920277786
BP_review2022:renewable-consumption:AR:2007,AR,2007,0.012934246469310455
BP_review2022:renewable-consumption:AR:2008,AR,2008,0.014284884521869797
BP_review2022:renewable-consumption:AR:2009,AR,2009,0.014034233495389143
BP_review2022:renewable-consumption:AR:2010,AR,2010,0.03815396897728636
BP_review2022:renewable-consumption:AR:2011,AR,2011,0.048071279117972474
BP_review2022:renewable-consumption:AR:2012,AR,2012,0.05966451584398069
BP_review2022:renewable-consumption:AR:2013,AR,2013,0.06590829540199457
BP_review2022:renewable-consumption:AR:2014,AR,2014,0.07324664401926148
BP_review2022:renewable-consumption:AR:2015,AR,2015,0.07780339769766817
BP_review2022:renewable-consumption:AR:2016,AR,2016,0.07623361855022234
BP_review2022:renewable-consumption:AR:2017,AR,2017,0.08831981945385498
BP_review2022:renewable-consumption:AR:2018,AR,2018,0.09609502284992805
BP_review2022:renewable-consumption:AR:2019,AR,2019,0.13865096205604022
BP_review2022:renewable-consumption:AR:2020,AR,2020,0.16243594895751318
BP_review2022:renewable-consumption:AR:2021,AR,2021,0.20424263726374464
BP_review2022:renewable-consumption:AT:1965,AT,1965,0.0
BP_review2022:renewable-consumption:AT:1966,AT,1966,0.0
BP_review2022:renewable-consumption:AT:1967,AT,1967,0.0
BP_review2022:renewable-consumption:AT:1968,AT,1968,0.0
BP_review2022:renewable-consumption:AT:1969,AT,1969,0.0
BP_review2022:renewable-consumption:AT:1970,AT,1970,0.0
BP_review2022:renewable-consumption:AT:1971,AT,1971,0.0
BP_review2022:renewable-consumption:AT:1972,AT,1972,0.0
BP_review2022:renewable-consumption:AT:1973,AT,1973,0.0
BP_review2022:renewable-consumption:AT:1974,AT,1974,0.0
BP_review2022:renewable-consumption:AT:1975,AT,1975,0.0
BP_review2022:renewable-consumption:AT:1976,AT,1976,0.0
BP_review2022:renewable-consumption:AT:1977,AT,1977,0.0
BP_review2022:renewable-consumption:AT:1978,AT,1978,0.0
BP_review2022:renewable-consumption:AT:1979,AT,1979,0.0
BP_review2022:renewable-consumption:AT:1980,AT,1980,0.0
BP_review2022:renewable-consumption:AT:1981,AT,1981,0.0
BP_review2022:renewable-consumption:AT:1982,AT,1982,0.0
BP_review2022:renewable-consumption:AT:1983,AT,1983,0.0
BP_review2022:renewable-consumption:AT:1984,AT,1984,0.0
BP_review2022:renewable-consumption:AT:1985,AT,1985,0.010840653024193549
BP_review2022:renewable-consumption:AT:1986,AT,1986,0.014795878427419354
BP_review2022:renewable-consumption:AT:1987,AT,1987,0.010409579032258063
BP_review2022:renewable-consumption:AT:1988,AT,1988,0.012031596774193546
BP_review2022:renewable-consumption:AT:1989,AT,1989,0.01269226814516129
BP_review2022:renewable-consumption:AT:1990,AT,1990,0.013394966984479322
BP_review2022:renewable-consumption:AT:1991,AT,1991,0.014381986585802132
BP_review2022:renewable-consumption:AT:1992,AT,1992,0.015601181247863504
BP_review2022:renewable-consumption:AT:1993,AT,1993,0.016027778288346964
BP_review2022:renewable-consumption:AT:1994,AT,1994,0.014186907786369288
BP_review2022:renewable-consumption:AT:1995,AT,1995,0.021836774510175412
BP_review2022:renewable-consumption:AT:1996,AT,1996,0.01879297907895356
BP_review2022:renewable-consumption:AT:1997,AT,1997,0.02045006238547625
BP_review2022:renewable-consumption:AT:1998,AT,1998,0.022238712381310064
BP_review2022:renewable-consumption:AT:1999,AT,1999,0.01957651621782619
BP_review2022:renewable-consumption:AT:2000,AT,2000,0.019020655934320178
BP_review2022:renewable-consumption:AT:2001,AT,2001,0.021855810215619997
BP_review2022:renewable-consumption:AT:2002,AT,2002,0.020542016684306934
BP_review2022:renewable-consumption:AT:2003,AT,2003,0.02452435668016796
BP_review2022:renewable-consumption:AT:2004,AT,2004,0.034334215550382845
BP_review2022:renewable-consumption:AT:2005,AT,2005,0.045382130865303696
BP_review2022:renewable-consumption:AT:2006,AT,2006,0.06781094681063252
BP_review2022:renewable-consumption:AT:2007,AT,2007,0.0820954650253649
BP_review2022:renewable-consumption:AT:2008,AT,2008,0.08596964761124219
BP_review2022:renewable-consumption:AT:2009,AT,2009,0.0914536319013448
BP_review2022:renewable-consumption:AT:2010,AT,2010,0.09463056082108598
BP_review2022:renewable-consumption:AT:2011,AT,2011,0.09501417026741897
BP_review2022:renewable-consumption:AT:2012,AT,2012,0.10283157140754769
BP_review2022:renewable-consumption:AT:2013,AT,2013,0.10994205749470931
BP_review2022:renewable-consumption:AT:2014,AT,2014,0.12086540221837025
BP_review2022:renewable-consumption:AT:2015,AT,2015,0.13732293198198472
BP_review2022:renewable-consumption:AT:2016,AT,2016,0.1391048698066203
BP_review2022:renewable-consumption:AT:2017,AT,2017,0.15185907330572596
BP_review2022:renewable-consumption:AT:2018,AT,2018,0.1490473037481329
BP_review2022:renewable-consumption:AT:2019,AT,2019,0.16156230061311447
BP_review2022:renewable-consumption:AT:2020,AT,2020,0.15431904828695484
BP_review2022:renewable-consumption:AT:2021,AT,2021,0.1520850773063667
BP_review2022:renewable-consumption:AU:1965,AU,1965,0.0034016129032258054
BP_review2022:renewable-consumption:AU:1966,AU,1966,0.003263709677419355
BP_review2022:renewable-consumption:AU:1967,AU,1967,0.00333266129032258
BP_review2022:renewable-consumption:AU:1968,AU,1968,0.003240725806451613
BP_review2022:renewable-consumption:AU:1969,AU,1969,0.0032292338709677413
BP_review2022:renewable-consumption:AU:1970,AU,1970,0.0029993951612903224
BP_review2022:renewable-consumption:AU:1971,AU,1971,0.0030223790322580642
BP_review2022:renewable-consumption:AU:1972,AU,1972,0.003217741935483871
BP_review2022:renewable-consumption:AU:1973,AU,1973,0.003884274193548386
BP_review2022:renewable-consumption:AU:1974,AU,1974,0.004930040322580645
BP_review2022:renewable-consumption:AU:1975,AU,1975,0.005619556451612903
BP_review2022:renewable-consumption:AU:1976,AU,1976,0.005562096774193548
BP_review2022:renewable-consumption:AU:1977,AU,1977,0.004930040322580645
BP_review2022:renewable-consumption:AU:1978,AU,1978,0.0046542338709677404
BP_review2022:renewable-consumption:AU:1979,AU,1979,0.004803629032258064
BP_review2022:renewable-consumption:AU:1980,AU,1980,0.0044243951612903225
BP_review2022:renewable-consumption:AU:1981,AU,1981,0.004642741935483871
BP_review2022:renewable-consumption:AU:1982,AU,1982,0.005929838709677417
BP_review2022:renewable-consumption:AU:1983,AU,1983,0.004953024193548387
BP_review2022:renewable-consumption:AU:1984,AU,1984,0.005067943548387095
BP_review2022:renewable-consumption:AU:1985,AU,1985,0.005240322580645161
BP_review2022:renewable-consumption:AU:1986,AU,1986,0.005286290322580645
BP_review2022:renewable-consumption:AU:1987,AU,1987,0.005401209677419354
BP_review2022:renewable-consumption:AU:1988,AU,1988,0.008400604838709674
BP_review2022:renewable-consumption:AU:1989,AU,1989,0.009308467741935481
BP_review2022:renewable-consumption:AU:1990,AU,1990,0.008728124999999998
BP_review2022:renewable-consumption:AU:1991,AU,1991,0.00832646370967742
BP_review2022:renewable-consumption:AU:1992,AU,1992,0.007828403225806451
BP_review2022:renewable-consumption:AU:1993,AU,1993,0.007876306451612903
BP_review2022:renewable-consumption:AU:1994,AU,1994,0.008247907258064513
BP_review2022:renewable-consumption:AU:1995,AU,1995,0.009786254032258064
BP_review2022:renewable-consumption:AU:1996,AU,1996,0.011224149193548385
BP_review2022:renewable-consumption:AU:1997,AU,1997,0.011863572580645161
BP_review2022:renewable-consumption:AU:1998,AU,1998,0.012993362903225803
BP_review2022:renewable-consumption:AU:1999,AU,1999,0.01391604435483871
BP_review2022:renewable-consumption:AU:2000,AU,2000,0.01214618951612903
BP_review2022:renewable-consumption:AU:2001,AU,2001,0.012772833525345622
BP_review2022:renewable-consumption:AU:2002,AU,2002,0.020777027887617063
BP_review2022:renewable-consumption:AU:2003,AU,2003,0.027452120812655086
BP_review2022:renewable-consumption:AU:2004,AU,2004,0.04135597009194575
BP_review2022:renewable-consumption:AU:2005,AU,2005,0.059585417241525086
BP_review2022:renewable-consumption:AU:2006,AU,2006,0.0710704419668382
BP_review2022:renewable-consumption:AU:2007,AU,2007,0.0827949824423672
BP_review2022:renewable-consumption:AU:2008,AU,2008,0.08347424257603077
BP_review2022:renewable-consumption:AU:2009,AU,2009,0.08594119642850336
BP_review2022:renewable-consumption:AU:2010,AU,2010,0.09691256457300737
BP_review2022:renewable-consumption:AU:2011,AU,2011,0.12480409881612886
BP_review2022:renewable-consumption:AU:2012,AU,2012,0.14639564945953068
BP_review2022:renewable-consumption:AU:2013,AU,2013,0.1773968692855669
BP_review2022:renewable-consumption:AU:2014,AU,2014,0.1952116379999149
BP_review2022:renewable-consumption:AU:2015,AU,2015,0.22564062149615216
BP_review2022:renewable-consumption:AU:2016,AU,2016,0.2457354549434594
BP_review2022:renewable-consumption:AU:2017,AU,2017,0.259536884609729
BP_review2022:renewable-consumption:AU:2018,AU,2018,0.3195458033563099
BP_review2022:renewable-consumption:AU:2019,AU,2019,0.40370680598381015
BP_review2022:renewable-consumption:AU:2020,AU,2020,0.4826603978534642
BP_review2022:renewable-consumption:AU:2021,AU,2021,0.5891137914221463
BP_review2022:renewable-consumption:AZ:1965,AZ,1965,0.0
BP_review2022:renewable-consumption:AZ:1966,AZ,1966,0.0
BP_review2022:renewable-consumption:AZ:1967,AZ,1967,0.0
BP_review2022:renewable-consumption:AZ:1968,AZ,1968,0.0
BP_review2022:renewable-consumption:AZ:1969,AZ,1969,0.0
BP_review2022:renewable-consumption:AZ:1970,AZ,1970,0.0
BP_review2022:renewable-consumption:AZ:1971,AZ,1971,0.0
BP_review2022:renewable-consumption:AZ:1972,AZ,1972,0.0
BP_review2022:renewable-consumption:AZ:1973,AZ,1973,0.0
BP_review2022:renewable-consumption:AZ:1974,AZ,1974,0.0
BP_review2022:renewable-consumption:AZ:1975,AZ,1975,0.0
BP_review2022:renewable-consumption:AZ:1976,AZ,1976,0.0
BP_review2022:renewable-consumption:AZ:1977,AZ,1977,0.0
BP_review2022:renewable-consumption:AZ:1978,AZ,1978,0.0
BP_review2022:renewable-consumption:AZ:1979,AZ,1979,0.0
BP_review2022:renewable-consumption:AZ:1980,AZ,1980,0.0
BP_review2022:renewable-consumption:AZ:1981,AZ,1981,0.0
BP_review2022:renewable-consumption:AZ:1982,AZ,1982,0.0
BP_review2022:renewable-consumption:AZ:1983,AZ,1983,0.0
BP_review2022:renewable-consumption:AZ:1984,AZ,1984,0.0
BP_review2022:renewable-consumption:AZ:1985,AZ,1985,0.0
BP_review2022:renewable-consumption:AZ:1986,AZ,1986,0.0
BP_review2022:renewable-consumption:AZ:1987,AZ,1987,0.0
BP_review2022:renewable-consumption:AZ:1988,AZ,1988,0.0
BP_review2022:renewable-consumption:AZ:1989,AZ,1989,0.0
BP_review2022:renewable-consumption:AZ:1990,AZ,1990,0.0
BP_review2022:renewable-consumption:AZ:1991,AZ,1991,0.0
BP_review2022:renewable-consumption:AZ:1992,AZ,1992,0.0
BP_review2022:renewable-consumption:AZ:1993,AZ,1993,0.0
BP_review2022:renewable-consumption:AZ:1994,AZ,1994,0.0
BP_review2022:renewable-consumption:AZ:1995,AZ,1995,0.0
BP_review2022:renewable-consumption:AZ:1996,AZ,1996,0.0
BP_review2022:renewable-consumption:AZ:1997,AZ,1997,0.0
BP_review2022:renewable-consumption:AZ:1998,AZ,1998,0.0
BP_review2022:renewable-consumption:AZ:1999,AZ,1999,0.0
BP_review2022:renewable-consumption:AZ:2000,AZ,2000,0.0
BP_review2022:renewable-consumption:AZ:2001,AZ,2001,0.0
BP_review2022:renewable-consumption:AZ:2002,AZ,2002,0.0
BP_review2022:renewable-consumption:AZ:2003,AZ,2003,0.0
BP_review2022:renewable-consumption:AZ:2004,AZ,2004,0.0
BP_review2022:renewable-consumption:AZ:2005,AZ,2005,0.0
BP_review2022:renewable-consumption:AZ:2006,AZ,2006,0.0
BP_review2022:renewable-consumption:AZ:2007,AZ,2007,0.0
BP_review2022:renewable-consumption:AZ:2008,AZ,2008,0.0
BP_review2022:renewable-consumption:AZ:2009,AZ,2009,2.1112903225806435e-05
BP_review2022:renewable-consumption:AZ:2010,AZ,2010,4.996041955274091e-06
BP_review2022:renewable-consumption:AZ:2011,AZ,2011,0.0
BP_review2022:renewable-consumption:AZ:2012,AZ,2012,0.0
BP_review2022:renewable-consumption:AZ:2013,AZ,2013,0.0007856580839486979
BP_review2022:renewable-consumption:AZ:2014,AZ,2014,0.0010505127004056401
BP_review2022:renewable-consumption:AZ:2015,AZ,2015,0.0011338081797235022
BP_review2022:renewable-consumption:AZ:2016,AZ,2016,0.001562600555926703
BP_review2022:renewable-consumption:AZ:2017,AZ,2017,0.0015466705645161287
BP_review2022:renewable-consumption:AZ:2018,AZ,2018,0.00209361837860781
BP_review2022:renewable-consumption:AZ:2019,AZ,2019,0.002545264370597719
BP_review2022:renewable-consumption:AZ:2020,AZ,2020,0.0025056002863726133
BP_review2022:renewable-consumption:AZ:2021,AZ,2021,0.0024910983910322844
BP_review2022:renewable-consumption:BD:1965,BD,1965,0.0
BP_review2022:renewable-consumption:BD:1966,BD,1966,0.0
BP_review2022:renewable-consumption:BD:1967,BD,1967,0.0
BP_review2022:renewable-consumption:BD:1968,BD,1968,0.0
BP_review2022:renewable-consumption:BD:1969,BD,1969,0.0
BP_review2022:renewable-consumption:BD:1970,BD,1970,0.0
BP_review2022:renewable-consumption:BD:1971,BD,1971,0.0
BP_review2022:renewable-consumption:BD:1972,BD,1972,0.0
BP_review2022:renewable-consumption:BD:1973,BD,1973,0.0
BP_review2022:renewable-consumption:BD:1974,BD,1974,0.0
BP_review2022:renewable-consumption:BD:1975,BD,1975,0.0
BP_review2022:renewable-consumption:BD:1976,BD,1976,0.0
BP_review2022:renewable-consumption:BD:1977,BD,1977,0.0
BP_review2022:renewable-consumption:BD:1978,BD,1978,0.0
BP_review2022:renewable-consumption:BD:1979,BD,1979,0.0
BP_review2022:renewable-consumption:BD:1980,BD,1980,0.0
BP_review2022:renewable-consumption:BD:1981,BD,1981,0.0
BP_review2022:renewable-consumption:BD:1982,BD,1982,0.0
BP_review2022:renewable-consumption:BD:1983,BD,1983,0.0
BP_review2022:renewable-consumption:BD:1984,BD,1984,0.0
BP_review2022:renewable-consumption:BD:1985,BD,1985,0.0
BP_review2022:renewable-consumption:BD:1986,BD,1986,0.0
BP_review2022:renewable-consumption:BD:1987,BD,1987,0.0
BP_review2022:renewable-consumption:BD:1988,BD,1988,0.0
BP_review2022:renewable-consumption:BD:1989,BD,1989,0.0
BP_review2022:renewable-consumption:BD:1990,BD,1990,0.0
BP_review2022:renewable-consumption:BD:1991,BD,1991,0.0
BP_review2022:renewable-consumption:BD:1992,BD,1992,0.0
BP_review2022:renewable-consumption:BD:1993,BD,1993,0.0
BP_review2022:renewable-consumption:BD:1994,BD,1994,0.0
BP_review2022:renewable-consumption:BD:1995,BD,1995,0.0
BP_review2022:renewable-consumption:BD:1996,BD,1996,0.0
BP_review2022:renewable-consumption:BD:1997,BD,1997,0.0
BP_review2022:renewable-consumption:BD:1998,BD,1998,0.0
BP_review2022:renewable-consumption:BD:1999,BD,1999,0.0
BP_review2022:renewable-consumption:BD:2000,BD,2000,0.0
BP_review2022:renewable-consumption:BD:2001,BD,2001,0.0
BP_review2022:renewable-consumption:BD:2002,BD,2002,1.0507804370447448e-06
BP_review2022:renewable-consumption:BD:2003,BD,2003,9.39640198511166e-06
BP_review2022:renewable-consumption:BD:2004,BD,2004,1.971049928087117e-05
BP_review2022:renewable-consumption:BD:2005,BD,2005,3.504818293180889e-05
BP_review2022:renewable-consumption:BD:2006,BD,2006,7.170419963481434e-05
BP_review2022:renewable-consumption:BD:2007,BD,2007,0.00010790201612903222
BP_review2022:renewable-consumption:BD:2008,BD,2008,0.00018310338609497085
BP_review2022:renewable-consumption:BD:2009,BD,2009,0.0003151155913978493
BP_review2022:renewable-consumption:BD:2010,BD,2010,0.0005165928161488221
BP_review2022:renewable-consumption:BD:2011,BD,2011,0.0006651042486231309
BP_review2022:renewable-consumption:BD:2012,BD,2012,0.0009935806451612896
BP_review2022:renewable-consumption:BD:2013,BD,2013,0.0013784393893315184
BP_review2022:renewable-consumption:BD:2014,BD,2014,0.0017468705092234874
BP_review2022:renewable-consumption:BD:2015,BD,2015,0.0020034020737327166
BP_review2022:renewable-consumption:BD:2016,BD,2016,0.0022019464449322362
BP_review2022:renewable-consumption:BD:2017,BD,2017,0.002508816096774193
BP_review2022:renewable-consumption:BD:2018,BD,2018,0.0027010872071307293
BP_review2022:renewable-consumption:BD:2019,BD,2019,0.003189210648002537
BP_review2022:renewable-consumption:BD:2020,BD,2020,0.0037711348746484225
BP_review2022:renewable-consumption:BD:2021,BD,2021,0.004328089399454881
BP_review2022:renewable-consumption:BE:1965,BE,1965,0.0
BP_review2022:renewable-consumption:BE:1966,BE,1966,0.0
BP_review2022:renewable-consumption:BE:1967,BE,1967,0.0
BP_review2022:renewable-consumption:BE:1968,BE,1968,0.0
BP_review2022:renewable-consumption:BE:1969,BE,1969,0.0
BP_review2022:renewable-consumption:BE:1970,BE,1970,0.0
BP_review2022:renewable-consumption:BE:1971,BE,1971,0.0
BP_review2022:renewable-consumption:BE:1972,BE,1972,0.0
BP_review2022:renewable-consumption:BE:1973,BE,1973,0.0013330645161290324
BP_review2022:renewable-consumption:BE:1974,BE,1974,0.0012411290322580644
BP_review2022:renewable-consumption:BE:1975,BE,1975,0.0009538306451612902
BP_review2022:renewable-consumption:BE:1976,BE,1976,0.0006550403225806451
BP_review2022:renewable-consumption:BE:1977,BE,1977,0.0028385080645161294
BP_review2022:renewable-consumption:BE:1978,BE,1978,0.002987903225806451
BP_review2022:renewable-consumption:BE:1979,BE,1979,0.003619959677419354
BP_review2022:renewable-consumption:BE:1980,BE,1980,0.0034475806451612894
BP_review2022:renewable-consumption:BE:1981,BE,1981,0.0033441532258064502
BP_review2022:renewable-consumption:BE:1982,BE,1982,0.0005286290322580644
BP_review2022:renewable-consumption:BE:1983,BE,1983,0.0002528225806451613
BP_review2022:renewable-consumption:BE:1984,BE,1984,0.00027580645161290324
BP_review2022:renewable-consumption:BE:1985,BE,1985,0.0006090725806451613
BP_review2022:renewable-consumption:BE:1986,BE,1986,0.001367540322580645
BP_review2022:renewable-consumption:BE:1987,BE,1987,0.001695725806451613
BP_review2022:renewable-consumption:BE:1988,BE,1988,0.0021537096774193543
BP_review2022:renewable-consumption:BE:1989,BE,1989,0.002269475806451613
BP_review2022:renewable-consumption:BE:1990,BE,1990,0.003315241935483871
BP_review2022:renewable-consumption:BE:1991,BE,1991,0.0035212499999999988
BP_review2022:renewable-consumption:BE:1992,BE,1992,0.003164153225806451
BP_review2022:renewable-consumption:BE:1993,BE,1993,0.0029006854838709677
BP_review2022:renewable-consumption:BE:1994,BE,1994,0.00291133064516129
BP_review2022:renewable-consumption:BE:1995,BE,1995,0.0037847177419354835
BP_review2022:renewable-consumption:BE:1996,BE,1996,0.003693629032258064
BP_review2022:renewable-consumption:BE:1997,BE,1997,0.003245443548387096
BP_review2022:renewable-consumption:BE:1998,BE,1998,0.004242701612903225
BP_review2022:renewable-consumption:BE:1999,BE,1999,0.005838387096774193
BP_review2022:renewable-consumption:BE:2000,BE,2000,0.006697741935483871
BP_review2022:renewable-consumption:BE:2001,BE,2001,0.007251998847926265
BP_review2022:renewable-consumption:BE:2002,BE,2002,0.00888463033298647
BP_review2022:renewable-consumption:BE:2003,BE,2003,0.010767348014888335
BP_review2022:renewable-consumption:BE:2004,BE,2004,0.013400611516334492
BP_review2022:renewable-consumption:BE:2005,BE,2005,0.020622467333605544
BP_review2022:renewable-consumption:BE:2006,BE,2006,0.029339148660986
BP_review2022:renewable-consumption:BE:2007,BE,2007,0.034938211693548375
BP_review2022:renewable-consumption:BE:2008,BE,2008,0.04512555925666198
BP_review2022:renewable-consumption:BE:2009,BE,2009,0.06255476270578034
BP_review2022:renewable-consumption:BE:2010,BE,2010,0.08316358768340804
BP_review2022:renewable-consumption:BE:2011,BE,2011,0.10330819718883688
BP_review2022:renewable-consumption:BE:2012,BE,2012,0.1226879660791581
BP_review2022:renewable-consumption:BE:2013,BE,2013,0.13423908392177242
BP_review2022:renewable-consumption:BE:2014,BE,2014,0.14130086008206247
BP_review2022:renewable-consumption:BE:2015,BE,2015,0.15780691812450814
BP_review2022:renewable-consumption:BE:2016,BE,2016,0.1620036559852665
BP_review2022:renewable-consumption:BE:2017,BE,2017,0.17940887529274777
BP_review2022:renewable-consumption:BE:2018,BE,2018,0.19101028430070094
BP_review2022:renewable-consumption:BE:2019,BE,2019,0.21183544194490952
BP_review2022:renewable-consumption:BE:2020,BE,2020,0.25661148028900677
BP_review2022:renewable-consumption:BE:2021,BE,2021,0.25099576111369293
BP_review2022:renewable-consumption:BG:1965,BG,1965,0.0
BP_review2022:renewable-consumption:BG:1966,BG,1966,0.0
BP_review2022:renewable-consumption:BG:1967,BG,1967,0.0
BP_review2022:renewable-consumption:BG:1968,BG,1968,0.0
BP_review2022:renewable-consumption:BG:1969,BG,1969,0.0
BP_review2022:renewable-consumption:BG:1970,BG,1970,0.0
